step,modality,source,obs_norm,confidence,free_energy,prediction_error,cycle_count
359,text,wiki:Biology_1,0.237129,0.918051,0.000471,0.325644,396
360,audio,/tmp/omni_aud_9vbpth3p/sine_00_220hz.wav,0.171834,0.918194,0.000788,0.307689,397
361,text,wiki:Biology_1,0.272184,0.918030,0.000569,0.363316,398
362,text,wiki:Biology_1,0.257909,0.917975,0.000442,0.347514,399
363,text,wiki:Physics_1,0.236917,0.918050,0.000356,0.324338,400
364,physics,physics:step_73,0.060643,0.918044,0.000367,0.237996,401
365,text,wiki:Physics_1,0.275010,0.918113,0.000497,0.362458,402
366,physics,physics:step_74,0.061964,0.918344,0.000334,0.220642,403
367,physics,physics:step_75,0.060007,0.918380,0.000267,0.211051,404
368,text,wiki:Physics_1,0.260393,0.918088,0.000486,0.326234,405
369,image,/tmp/omni_img_ahr7_nej/noise_00.png,0.051378,0.918357,0.000225,0.208128,406
370,physics,physics:step_76,0.061835,0.918309,0.000199,0.210046,407
371,text,wiki:History_0,0.242720,0.918034,0.000398,0.299852,408
372,text,wiki:History_0,0.271342,0.918054,0.000483,0.343594,409
373,text,wiki:History_0,0.266223,0.918106,0.000395,0.336299,410
374,text,wiki:Geography_1,0.236690,0.917917,0.000305,0.301428,411
375,text,wiki:Geography_1,0.273008,0.918083,0.000401,0.352959,412
376,audio,/tmp/omni_aud_9vbpth3p/sine_01_440hz.wav,0.153902,0.918267,0.000574,0.252578,413
377,text,wiki:Geography_1,0.254855,0.918115,0.000314,0.326684,414
378,text,wiki:Mathematics_3,0.244391,0.918134,0.000332,0.309609,415
379,physics,physics:step_77,0.053869,0.918258,0.000286,0.212872,416
380,text,wiki:Mathematics_3,0.266256,0.918208,0.000374,0.340978,417
381,audio,/tmp/omni_aud_9vbpth3p/chirp_00_220hz.wav,0.157298,0.918218,0.000552,0.248600,418
382,physics,physics:step_78,0.065096,0.918223,0.000234,0.199468,419
383,text,wiki:Geography_1,0.236690,0.917947,0.000326,0.292501,420
384,text,wiki:Geography_1,0.273008,0.918021,0.000435,0.344476,421
385,code,/tmp/omni_code_5rm7dhr_/import_heavy_01.py,10.462790,0.757736,1.501904,10.424468,422
386,physics,physics:step_79,0.063137,0.918280,0.010124,0.770139,423
387,code,/tmp/omni_code_5rm7dhr_/loop_algo_00.py,2.772118,0.905897,0.117904,2.953313,424
388,text,wiki:Geography_1,0.254855,0.918174,0.005927,0.639007,425
389,image,/tmp/omni_img_ahr7_nej/noise_01.png,0.058727,0.918257,0.003444,0.537875,426
390,physics,physics:step_80,0.060610,0.918243,0.003000,0.502180,427
391,text,wiki:Geography_1,0.236690,0.918013,0.002882,0.500353,428
392,text,wiki:Geography_1,0.273008,0.918186,0.002425,0.498650,429
393,physics,physics:step_81,0.060241,0.918577,0.001474,0.411110,430
394,text,wiki:Geography_1,0.254855,0.918147,0.001615,0.443170,431
395,text,wiki:Biology_2,0.225765,0.918241,0.001288,0.400778,432
396,image,/tmp/omni_img_ahr7_nej/noise_02.png,0.057033,0.918337,0.000756,0.352917,433
397,text,wiki:Biology_2,0.265468,0.918077,0.001119,0.412166,434
398,text,wiki:Computer Science_2,0.238689,0.917902,0.000867,0.374004,435
399,text,wiki:Computer Science_2,0.273169,0.918278,0.000909,0.404658,436
400,text,wiki:Computer Science_0,0.254955,0.917735,0.000402,0.374566,446
401,audio,/tmp/omni_aud_9vbpth3p/chirp_01_440hz.wav,0.170713,0.918248,0.000909,0.329499,447
402,physics,physics:step_82,0.056858,0.918257,0.000398,0.272185,448
403,text,wiki:Computer Science_0,0.259894,0.917922,0.000395,0.371553,449
404,code,/tmp/omni_code_5rm7dhr_/loop_algo_01.py,2.772597,0.905954,0.106919,2.855887,450
405,image,/tmp/omni_img_ahr7_nej/square_00.png,0.056485,0.918383,0.000777,0.310292,451
406,text,wiki:Geography_4,0.222755,0.918021,0.001033,0.345871,452
407,image,/tmp/omni_img_ahr7_nej/square_01.png,0.055965,0.918338,0.000464,0.281977,453
408,text,wiki:Geography_4,0.271357,0.918021,0.000924,0.375738,454
409,code,/tmp/omni_code_5rm7dhr_/class_stack_00.py,7.815459,0.851550,0.830113,7.721257,455
410,physics,physics:step_83,0.051266,0.918199,0.005660,0.640382,456
411,physics,physics:step_84,0.060141,0.918306,0.004274,0.588289,457
412,text,wiki:Geography_4,0.343732,0.904079,0.004974,0.677827,458
413,image,/tmp/omni_img_ahr7_nej/square_02.png,0.056660,0.918453,0.002402,0.494415,459
414,text,wiki:Biology_3,0.235779,0.909289,0.002618,0.526267,460
415,text,wiki:Biology_3,0.267918,0.918117,0.002233,0.519967,461
416,text,wiki:Physics_2,0.242079,0.917713,0.001753,0.482702,462
417,physics,physics:step_85,0.062292,0.918292,0.001010,0.378462,463
418,text,wiki:Physics_2,0.272555,0.917952,0.001426,0.466965,464
419,audio,/tmp/omni_aud_9vbpth3p/chord_00_220hz.wav,0.156743,0.918225,0.001174,0.386776,465
420,physics,physics:step_86,0.066721,0.918293,0.000674,0.324313,466
421,text,wiki:Physics_2,0.256701,0.918159,0.001001,0.431903,467
422,text,wiki:Mathematics_2,0.248881,0.906641,0.000896,0.399460,468
423,text,wiki:Mathematics_2,0.266364,0.918078,0.000788,0.416636,469
424,physics,physics:step_87,0.066271,0.918368,0.000536,0.294806,470
425,image,/tmp/omni_img_ahr7_nej/triangle_00.png,0.056779,0.918419,0.000354,0.290401,471
426,text,wiki:Geography_1,0.236690,0.917940,0.000636,0.356672,472
427,image,/tmp/omni_img_ahr7_nej/triangle_01.png,0.056326,0.918154,0.000302,0.275425,473
428,text,wiki:Geography_1,0.273008,0.918070,0.000681,0.392396,474
429,image,/tmp/omni_img_ahr7_nej/triangle_02.png,0.056581,0.918282,0.000272,0.265301,475
430,audio,/tmp/omni_aud_9vbpth3p/chord_01_440hz.wav,0.157181,0.918180,0.000588,0.292333,476
431,physics,physics:step_88,0.068410,0.918343,0.000302,0.240069,477
432,physics,physics:step_89,0.058217,0.918326,0.000247,0.218891,478
433,image,/tmp/omni_img_ahr7_nej/circle_00.png,0.061756,0.918337,0.000185,0.235318,479
434,text,wiki:Geography_1,0.254855,0.918307,0.000603,0.348524,480
435,text,wiki:History_3,0.237630,0.918243,0.000504,0.320478,481
436,text,wiki:History_3,0.266213,0.918178,0.000531,0.356743,482
437,text,wiki:Geography_1,0.236690,0.917998,0.000409,0.315249,483
438,physics,physics:step_90,0.052191,0.918270,0.000284,0.205425,484
439,physics,physics:step_91,0.060381,0.918314,0.000207,0.220540,485
440,image,/tmp/omni_img_ahr7_nej/circle_01.png,0.062542,0.918323,0.000168,0.214688,486
441,text,wiki:Geography_1,0.273008,0.918017,0.000586,0.352912,487
442,physics,physics:step_92,0.053481,0.918360,0.000202,0.198204,488
443,text,wiki:Geography_1,0.254855,0.918122,0.000460,0.331958,489
444,text,wiki:Physics_0,0.238298,0.918072,0.000370,0.310949,490
445,physics,physics:step_93,0.054820,0.918048,0.000208,0.190884,491
446,code,/tmp/omni_code_5rm7dhr_/class_stack_01.py,7.815455,0.851601,0.832679,7.718468,492
447,physics,physics:step_94,0.051751,0.918369,0.005028,0.601161,493
448,text,wiki:Physics_0,0.271342,0.918082,0.004925,0.632371,494
449,physics,physics:step_95,0.063152,0.918371,0.002881,0.499486,495
450,text,wiki:Physics_0,0.266223,0.918233,0.003122,0.561563,496
451,image,/tmp/omni_img_ahr7_nej/circle_02.png,0.061960,0.899999,0.001723,0.441852,497
452,physics,physics:step_96,0.066201,0.918175,0.001358,0.409043,498
453,text,wiki:History_0,0.242720,0.918033,0.001819,0.464593,499
454,text,wiki:History_0,0.271342,0.918117,0.001562,0.470339,500
455,text,wiki:History_0,0.266223,0.918137,0.001318,0.461156,501
456,code,/tmp/omni_code_5rm7dhr_/fib_00.py,4.320841,0.892610,0.242473,4.226845,502
457,text,wiki:History_0,0.242720,0.918026,0.003958,0.585886,503
458,physics,physics:step_97,0.060044,0.918392,0.002344,0.479308,504
459,physics,physics:step_98,0.065212,0.904394,0.001810,0.446245,505
460,text,wiki:History_0,0.271342,0.918108,0.002280,0.511569,506
461,text,wiki:History_0,0.266223,0.918213,0.001929,0.495877,507
462,audio,/tmp/omni_aud_9vbpth3p/click_00_220hz.wav,0.169014,0.916453,0.001656,0.441685,508
463,text,wiki:History_0,0.242720,0.918175,0.001371,0.433663,509
464,text,wiki:History_0,0.271342,0.918400,0.001227,0.448484,510
465,physics,physics:step_99,0.051553,0.918354,0.000641,0.314526,511
466,physics,physics:step_100,0.056741,0.918324,0.000551,0.312503,512
467,audio,/tmp/omni_aud_9vbpth3p/click_01_440hz.wav,0.169014,0.918102,0.001049,0.367933,513
468,text,wiki:History_0,0.266223,0.918237,0.000984,0.409821,514
469,text,wiki:Biology_3,0.235779,0.917968,0.000697,0.367639,515
470,text,wiki:Biology_3,0.267918,0.918061,0.000737,0.398551,516
471,text,wiki:History_4,0.245905,0.917962,0.000635,0.364031,517
472,text,wiki:History_4,0.271342,0.918036,0.000627,0.393881,518
473,text,wiki:History_4,0.266223,0.918189,0.000587,0.391616,519
474,text,wiki:Mathematics_4,0.251755,0.918096,0.000571,0.359805,520
475,text,wiki:Mathematics_4,0.266707,0.918023,0.000477,0.386006,521
476,text,wiki:Computer Science_0,0.254955,0.917751,0.000464,0.364027,522
477,physics,physics:step_101,0.059098,0.918330,0.000345,0.252972,523
478,physics,physics:step_102,0.048434,0.918307,0.000289,0.238723,524
479,text,wiki:Computer Science_0,0.259894,0.918246,0.000462,0.361386,525
480,text,wiki:History_0,0.242720,0.918018,0.000388,0.333705,526
481,text,wiki:History_0,0.271342,0.917997,0.000438,0.373903,527
482,text,wiki:History_0,0.266223,0.918098,0.000412,0.370034,528
483,text,wiki:Computer Science_1,0.246705,0.917875,0.000329,0.345670,529
484,text,wiki:Computer Science_1,0.267755,0.918027,0.000354,0.372725,530
485,text,wiki:Computer Science_1,0.717103,0.917538,0.007271,0.727000,531
486,text,wiki:History_4,0.245905,0.918097,0.000346,0.345581,532
487,text,wiki:History_4,0.271342,0.918044,0.000384,0.381257,533
488,text,wiki:History_4,0.266223,0.918088,0.000334,0.374331,534
489,text,wiki:Geography_0,0.234919,0.917916,0.000285,0.332423,535
490,physics,physics:step_103,0.053500,0.918254,0.000398,0.226102,536
491,physics,physics:step_104,0.061068,0.918332,0.000352,0.219951,537
492,physics,physics:step_105,0.056223,0.918207,0.000240,0.215874,538
493,text,wiki:Geography_0,0.265763,0.918132,0.000398,0.352954,539
494,physics,physics:step_106,0.054801,0.918226,0.000216,0.195862,540
495,text,wiki:Geography_0,0.443470,0.917774,0.002135,0.515316,541
496,text,wiki:Computer Science_1,0.246705,0.917924,0.000341,0.332733,542
497,physics,physics:step_107,0.065560,0.918265,0.000284,0.204136,543
498,text,wiki:Computer Science_1,0.267755,0.917972,0.000385,0.352998,544
499,text,wiki:Computer Science_1,0.717103,0.917864,0.006935,0.721586,545
500,physics,physics:step_108,0.048726,0.918201,0.000381,0.224539,552
501,image,/tmp/omni_img_ahr7_nej/cross_00.png,0.069560,0.918299,0.000359,0.224483,553
502,audio,/tmp/omni_aud_9vbpth3p/noise_00_220hz.wav,0.164001,0.918258,0.000611,0.258456,554
503,text,wiki:Physics_0,0.238298,0.918082,0.000314,0.325411,555
504,text,wiki:Physics_0,0.271342,0.918027,0.000401,0.364880,556
505,physics,physics:step_109,0.055730,0.918004,0.000305,0.198607,557
506,text,wiki:Physics_0,0.266223,0.918093,0.000368,0.349157,558
507,image,/tmp/omni_img_ahr7_nej/cross_01.png,0.068981,0.918584,0.000267,0.206535,559
508,text,wiki:Mathematics_2,0.248881,0.917972,0.000346,0.323864,560
509,text,wiki:Mathematics_2,0.266364,0.918040,0.000357,0.352895,561
510,text,wiki:Geography_4,0.222755,0.918055,0.000227,0.299893,562
511,image,/tmp/omni_img_ahr7_nej/cross_02.png,0.070345,0.918347,0.000291,0.207693,563
512,text,wiki:Geography_4,0.271357,0.918063,0.000386,0.355170,564
513,text,wiki:Geography_4,0.343732,0.918010,0.001081,0.410808,565
514,text,wiki:Mathematics_2,0.248881,0.917962,0.000294,0.328573,566
515,text,wiki:Mathematics_2,0.266364,0.918034,0.000306,0.358278,567
516,text,wiki:Mathematics_3,0.244391,0.918027,0.000278,0.326473,568
517,physics,physics:step_110,0.065974,0.918341,0.000361,0.206054,569
518,text,wiki:Mathematics_3,0.266256,0.917989,0.000323,0.354528,570
519,image,/tmp/omni_img_ahr7_nej/noise_00.png,0.051378,0.918239,0.000262,0.205307,571
520,image,/tmp/omni_img_ahr7_nej/noise_01.png,0.058727,0.918294,0.000264,0.175928,572
521,text,wiki:Biology_3,0.235779,0.918076,0.000268,0.310678,573
522,text,wiki:Biology_3,0.267918,0.918160,0.000359,0.348534,574
523,physics,physics:step_111,0.061631,0.918378,0.000265,0.196056,575
524,text,wiki:Biology_3,0.235779,0.918051,0.000252,0.308884,576
525,text,wiki:Biology_3,0.267918,0.917897,0.000349,0.347193,577
526,code,/tmp/omni_code_5rm7dhr_/fib_01.py,4.322077,0.892365,0.258698,4.292782,578
527,code,/tmp/omni_code_5rm7dhr_/import_heavy_00.py,10.462508,0.766147,1.489314,10.388764,579
528,physics,physics:step_112,0.063746,0.918161,0.012190,0.847495,580
529,text,wiki:History_4,0.245905,0.918059,0.009494,0.789275,581
530,physics,physics:step_113,0.055920,0.905874,0.006416,0.672264,582
531,physics,physics:step_114,0.063309,0.918342,0.004645,0.606078,583
532,text,wiki:History_4,0.271342,0.918054,0.004333,0.602911,584
533,physics,physics:step_115,0.053619,0.918298,0.002735,0.497955,585
534,text,wiki:History_4,0.266223,0.918036,0.002793,0.529045,586
535,text,wiki:Computer Science_2,0.238689,0.918099,0.002143,0.479980,587
536,text,wiki:Computer Science_2,0.273169,0.918108,0.001910,0.482256,588
537,text,wiki:Computer Science_2,0.260393,0.897615,0.001591,0.459296,589
538,text,wiki:Computer Science_1,0.246705,0.918095,0.001256,0.431399,590
539,image,/tmp/omni_img_ahr7_nej/noise_02.png,0.057033,0.918419,0.000831,0.354016,591
540,code,/tmp/omni_code_5rm7dhr_/import_heavy_01.py,10.462790,0.764811,1.457044,10.440567,592
541,text,wiki:Computer Science_1,0.267755,0.913876,0.013929,0.973281,593
542,image,/tmp/omni_img_ahr7_nej/square_00.png,0.056485,0.918342,0.009899,0.841947,594
543,code,/tmp/omni_code_5rm7dhr_/loop_algo_00.py,2.772118,0.906059,0.115616,2.976639,595
544,text,wiki:Computer Science_1,0.717103,0.917735,0.014938,0.975381,596
545,text,wiki:Biology_1,0.237129,0.918023,0.005120,0.674318,597
546,text,wiki:Biology_1,0.272184,0.917959,0.004201,0.648803,598
547,text,wiki:Biology_1,0.257909,0.918289,0.003322,0.609364,599
548,physics,physics:step_116,0.066399,0.918240,0.002205,0.527779,600
549,text,wiki:History_0,0.242720,0.914838,0.002328,0.533142,601
550,text,wiki:History_0,0.271342,0.918044,0.002059,0.534600,602
551,text,wiki:History_0,0.266223,0.918098,0.001700,0.517623,603
552,text,wiki:Computer Science_1,0.246705,0.917985,0.001435,0.482269,604
553,audio,/tmp/omni_aud_9vbpth3p/noise_01_440hz.wav,0.172719,0.918191,0.001569,0.438425,605
554,text,wiki:Computer Science_1,0.267755,0.918074,0.001190,0.471056,606
555,text,wiki:Computer Science_1,0.717103,0.917608,0.007975,0.777946,607
556,text,wiki:Physics_2,0.242079,0.917740,0.000908,0.430151,608
557,text,wiki:Physics_2,0.272555,0.917849,0.000921,0.451753,609
558,text,wiki:Physics_2,0.256701,0.918207,0.000752,0.433497,610
559,text,wiki:Computer Science_1,0.246705,0.917945,0.000683,0.414439,611
560,text,wiki:Computer Science_1,0.267755,0.918229,0.000653,0.431990,612
561,text,wiki:Computer Science_1,0.717103,0.917647,0.007123,0.757587,613
562,image,/tmp/omni_img_ahr7_nej/square_01.png,0.055965,0.918330,0.000533,0.329202,614
563,physics,physics:step_117,0.058630,0.918182,0.000560,0.307617,615
564,physics,physics:step_118,0.065794,0.918411,0.000483,0.302952,616
565,physics,physics:step_119,0.062723,0.918214,0.000336,0.287662,617
566,physics,physics:step_120,0.065409,0.918103,0.000350,0.278888,618
567,text,wiki:Computer Science_1,0.246705,0.917835,0.000593,0.367120,619
568,text,wiki:Computer Science_1,0.267755,0.918048,0.000589,0.388289,620
569,text,wiki:Computer Science_1,0.717103,0.917614,0.006790,0.737164,621
570,text,wiki:Biology_1,0.237129,0.918049,0.000470,0.355299,622
571,image,/tmp/omni_img_ahr7_nej/square_02.png,0.056660,0.918472,0.000297,0.272220,623
572,text,wiki:Biology_1,0.272184,0.918054,0.000572,0.392352,624
573,physics,physics:step_121,0.063704,0.918274,0.000345,0.252534,625
574,image,/tmp/omni_img_ahr7_nej/triangle_00.png,0.056779,0.918203,0.000260,0.254765,626
575,text,wiki:Biology_1,0.257909,0.918238,0.000470,0.364023,627
576,audio,/tmp/omni_aud_9vbpth3p/sine_00_220hz.wav,0.171834,0.918235,0.000630,0.308867,628
577,text,wiki:Computer Science_1,0.246705,0.917868,0.000450,0.347391,629
578,image,/tmp/omni_img_ahr7_nej/triangle_01.png,0.056326,0.918271,0.000230,0.240415,630
579,text,wiki:Computer Science_1,0.267755,0.917989,0.000499,0.365970,631
580,text,wiki:Computer Science_1,0.717103,0.917785,0.006642,0.729873,632
581,text,wiki:History_0,0.242720,0.918080,0.000419,0.342355,633
582,text,wiki:History_0,0.271342,0.917950,0.000496,0.381854,634
583,text,wiki:History_0,0.266223,0.917960,0.000380,0.371746,635
584,audio,/tmp/omni_aud_9vbpth3p/sine_01_440hz.wav,0.153902,0.918454,0.000560,0.283575,636
585,physics,physics:step_122,0.053602,0.918257,0.000287,0.225227,637
586,text,wiki:Physics_1,0.236917,0.918049,0.000337,0.332548,638
587,text,wiki:Physics_1,0.275010,0.917930,0.000470,0.376314,639
588,text,wiki:Physics_1,0.260393,0.918091,0.000400,0.345229,640
589,text,wiki:Physics_2,0.242079,0.917912,0.000315,0.338051,641
590,audio,/tmp/omni_aud_9vbpth3p/chirp_00_220hz.wav,0.157298,0.918315,0.000564,0.275700,642
591,text,wiki:Physics_2,0.272555,0.918086,0.000433,0.371738,643
592,text,wiki:Physics_2,0.256701,0.918141,0.000342,0.342996,644
593,text,wiki:Physics_0,0.238298,0.917937,0.000259,0.334608,645
594,text,wiki:Physics_0,0.271342,0.918176,0.000364,0.374248,646
595,text,wiki:Physics_0,0.266223,0.918212,0.000288,0.363716,647
596,physics,physics:step_123,0.057698,0.918035,0.000372,0.219609,648
597,physics,physics:step_124,0.071839,0.918300,0.000297,0.215730,649
598,code,/tmp/omni_code_5rm7dhr_/loop_algo_01.py,2.772597,0.905973,0.107126,2.835148,650
599,physics,physics:step_125,0.066734,0.918340,0.000759,0.261576,651
600,text,wiki:Physics_1,0.236917,0.918165,0.000362,0.340297,658
601,physics,physics:step_126,0.069669,0.918522,0.000339,0.235144,659
602,audio,/tmp/omni_aud_9vbpth3p/chirp_01_440hz.wav,0.170713,0.918179,0.000600,0.275753,660
603,physics,physics:step_127,0.072647,0.918246,0.000248,0.226264,661
604,code,/tmp/omni_code_5rm7dhr_/class_stack_00.py,7.815459,0.851692,0.835590,7.717320,662
605,physics,physics:step_128,0.070538,0.898465,0.005077,0.587271,663
606,image,/tmp/omni_img_ahr7_nej/triangle_02.png,0.056581,0.918318,0.003719,0.547804,664
607,text,wiki:Physics_1,0.275010,0.918091,0.003961,0.583035,665
608,physics,physics:step_129,0.064687,0.918266,0.002269,0.435126,666
609,text,wiki:Physics_1,0.260393,0.918041,0.002508,0.527274,667
610,text,wiki:Mathematics_3,0.244391,0.918103,0.002075,0.476839,668
611,physics,physics:step_130,0.060565,0.918332,0.001124,0.342575,669
612,code,/tmp/omni_code_5rm7dhr_/class_stack_01.py,7.815455,0.851609,0.791463,7.676121,670
613,code,/tmp/omni_code_5rm7dhr_/fib_00.py,4.320841,0.887060,0.209765,4.142635,671
614,text,wiki:Mathematics_3,0.266256,0.917861,0.014625,1.026967,672
615,physics,physics:step_131,0.056022,0.918425,0.009490,0.867217,673
616,physics,physics:step_132,0.064882,0.918247,0.007175,0.795380,674
617,text,wiki:Biology_4,0.230980,0.917922,0.007035,0.796786,675
618,text,wiki:Biology_4,0.271342,0.918132,0.005736,0.756292,676
619,text,wiki:Biology_4,0.266223,0.918147,0.004692,0.719572,677
620,physics,physics:step_133,0.065595,0.918399,0.002802,0.592552,678
621,text,wiki:Geography_4,0.222755,0.918295,0.003126,0.619429,679
622,code,/tmp/omni_code_5rm7dhr_/fib_01.py,4.322077,0.887676,0.224699,4.198381,680
623,text,wiki:Geography_4,0.271357,0.916917,0.006703,0.786771,681
624,code,/tmp/omni_code_5rm7dhr_/import_heavy_00.py,10.462508,0.766202,1.471349,10.367123,682
625,text,wiki:Geography_4,0.343732,0.912628,0.017780,1.136253,683
626,physics,physics:step_134,0.058960,0.918264,0.011782,0.945066,684
627,text,wiki:Computer Science_0,0.254955,0.917864,0.009810,0.906885,685
628,text,wiki:Computer Science_0,0.259894,0.881482,0.007677,0.838865,686
629,image,/tmp/omni_img_ahr7_nej/circle_00.png,0.061756,0.918348,0.005411,0.736888,687
630,audio,/tmp/omni_aud_9vbpth3p/chord_00_220hz.wav,0.156743,0.918283,0.004459,0.708295,688
631,image,/tmp/omni_img_ahr7_nej/circle_01.png,0.062542,0.918401,0.003464,0.640073,689
632,text,wiki:Mathematics_3,0.244391,0.918000,0.003616,0.638403,690
633,text,wiki:Mathematics_3,0.266256,0.917928,0.002916,0.624294,691
634,text,wiki:Biology_4,0.230980,0.917919,0.002378,0.568620,692
635,text,wiki:Biology_4,0.271342,0.918140,0.002146,0.576037,693
636,physics,physics:step_135,0.055697,0.889415,0.001449,0.481778,694
637,physics,physics:step_136,0.062951,0.918341,0.001345,0.459167,695
638,physics,physics:step_137,0.061127,0.918310,0.001058,0.446044,696
639,image,/tmp/omni_img_ahr7_nej/circle_02.png,0.061960,0.918448,0.000911,0.426685,697
640,physics,physics:step_138,0.048371,0.918352,0.000824,0.400126,698
641,image,/tmp/omni_img_ahr7_nej/cross_00.png,0.069560,0.918278,0.000736,0.382500,699
642,text,wiki:Biology_4,0.266223,0.918260,0.001267,0.470270,700
643,text,wiki:Computer Science_2,0.238689,0.917895,0.001013,0.424064,701
644,physics,physics:step_139,0.051207,0.918382,0.000582,0.347946,702
645,image,/tmp/omni_img_ahr7_nej/cross_01.png,0.068981,0.918337,0.000496,0.334304,703
646,text,wiki:Computer Science_2,0.273169,0.918188,0.000974,0.428560,704
647,text,wiki:Computer Science_2,0.260393,0.918187,0.000914,0.430169,705
648,physics,physics:step_140,0.055665,0.918294,0.000466,0.311884,706
649,text,wiki:Physics_0,0.238298,0.918104,0.000679,0.378339,707
650,text,wiki:Physics_0,0.271342,0.918123,0.000726,0.410938,708
651,image,/tmp/omni_img_ahr7_nej/cross_02.png,0.070345,0.918368,0.000383,0.292764,709
652,physics,physics:step_141,0.064091,0.918203,0.000396,0.268172,710
653,text,wiki:Physics_0,0.266223,0.918217,0.000691,0.396187,711
654,image,/tmp/omni_img_ahr7_nej/noise_00.png,0.051378,0.918194,0.000273,0.274652,712
655,text,wiki:Geography_4,0.222755,0.918042,0.000519,0.333990,713
656,image,/tmp/omni_img_ahr7_nej/noise_01.png,0.058727,0.918275,0.000267,0.236613,714
657,text,wiki:Geography_4,0.271357,0.918005,0.000628,0.379718,715
658,text,wiki:Geography_4,0.343732,0.918103,0.001359,0.466119,716
659,text,wiki:Geography_1,0.236690,0.918048,0.000463,0.337554,717
660,text,wiki:Geography_1,0.273008,0.918101,0.000517,0.386492,718
661,image,/tmp/omni_img_ahr7_nej/noise_02.png,0.057033,0.918230,0.000301,0.258732,719
662,text,wiki:Geography_1,0.254855,0.918154,0.000412,0.364912,720
663,text,wiki:Biology_1,0.237129,0.918325,0.000364,0.335287,721
664,text,wiki:Biology_1,0.272184,0.918067,0.000450,0.381464,722
665,physics,physics:step_142,0.072299,0.918294,0.000373,0.227077,723
666,image,/tmp/omni_img_ahr7_nej/square_00.png,0.056485,0.918367,0.000220,0.238036,724
667,code,/tmp/omni_code_5rm7dhr_/import_heavy_01.py,10.462790,0.766592,1.492850,10.430686,725
668,text,wiki:Biology_1,0.257909,0.918166,0.010711,0.830171,726
669,text,wiki:Computer Science_2,0.238689,0.918093,0.007585,0.736728,727
670,text,wiki:Computer Science_2,0.273169,0.918139,0.005751,0.690114,728
671,text,wiki:Computer Science_2,0.260393,0.918102,0.004284,0.632391,729
672,code,/tmp/omni_code_5rm7dhr_/loop_algo_00.py,2.772118,0.906026,0.111539,2.906161,730
673,physics,physics:step_143,0.060236,0.918339,0.002525,0.513082,731
674,text,wiki:Computer Science_0,0.254955,0.916424,0.002755,0.527377,732
675,text,wiki:Computer Science_0,0.259894,0.917951,0.002220,0.509006,733
676,audio,/tmp/omni_aud_9vbpth3p/chord_01_440hz.wav,0.157181,0.918211,0.001535,0.466105,734
677,text,wiki:Physics_3,0.245737,0.918012,0.001555,0.460008,735
678,text,wiki:Physics_3,0.267137,0.918094,0.001385,0.461778,736
679,text,wiki:Computer Science_0,0.254955,0.890466,0.001165,0.435016,737
680,text,wiki:Computer Science_0,0.259894,0.918015,0.000993,0.436252,738
681,text,wiki:Mathematics_3,0.244391,0.917965,0.000892,0.408216,739
682,text,wiki:Mathematics_3,0.266256,0.918073,0.000787,0.429665,740
683,text,wiki:Biology_3,0.235779,0.916027,0.000598,0.393914,741
684,physics,physics:step_144,0.068845,0.918362,0.000604,0.325455,742
685,text,wiki:Biology_3,0.267918,0.918100,0.000642,0.413414,743
686,text,wiki:Mathematics_2,0.248881,0.917988,0.000569,0.382766,744
687,code,/tmp/omni_code_5rm7dhr_/loop_algo_01.py,2.772597,0.904394,0.105007,2.871193,745
688,physics,physics:step_145,0.061683,0.918338,0.001033,0.345291,746
689,text,wiki:Mathematics_2,0.266364,0.918012,0.001408,0.420914,747
690,text,wiki:Computer Science_1,0.246705,0.918069,0.001025,0.394039,748
691,image,/tmp/omni_img_ahr7_nej/square_01.png,0.055965,0.918415,0.000495,0.320280,749
692,text,wiki:Computer Science_1,0.267755,0.918152,0.000886,0.400776,750
693,text,wiki:Computer Science_1,0.717103,0.917881,0.007641,0.761043,751
694,audio,/tmp/omni_aud_9vbpth3p/click_00_220hz.wav,0.169014,0.918089,0.000841,0.337413,752
695,text,wiki:Geography_0,0.234919,0.918003,0.000615,0.356758,753
696,physics,physics:step_146,0.053105,0.918435,0.000307,0.270520,754
697,text,wiki:Geography_0,0.265763,0.918201,0.000629,0.382484,755
698,physics,physics:step_147,0.067883,0.918388,0.000295,0.268482,756
699,text,wiki:Geography_0,0.443470,0.917878,0.002311,0.543730,757
700,text,wiki:History_0,0.242720,0.918046,0.000235,0.375454,771
701,text,wiki:History_0,0.271342,0.918063,0.000283,0.415665,772
702,text,wiki:History_0,0.266223,0.918098,0.000230,0.405523,773
703,image,/tmp/omni_img_ahr7_nej/square_02.png,0.056660,0.918129,0.000432,0.292132,774
704,text,wiki:Biology_4,0.230980,0.918116,0.000207,0.358831,775
705,text,wiki:Biology_4,0.271342,0.918079,0.000288,0.407621,776
706,physics,physics:step_148,0.069546,0.918425,0.000431,0.269371,777
707,physics,physics:step_149,0.058500,0.918350,0.000322,0.253455,778
708,text,wiki:Biology_4,0.266223,0.918074,0.000304,0.382814,779
709,text,wiki:Biology_3,0.235779,0.917970,0.000221,0.355938,780
710,code,/tmp/omni_code_5rm7dhr_/class_stack_00.py,7.815459,0.851294,0.837371,7.745229,781
711,physics,physics:step_150,0.062672,0.901667,0.004920,0.598061,782
712,image,/tmp/omni_img_ahr7_nej/triangle_00.png,0.056779,0.918199,0.003573,0.553878,783
