step,session_id,nav_action,nav_action_name,article_title,pos_in_article,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,beta,info_gain,text_preview,in_consolidation,delta_fe_consolidation
193,1,2,fast_forward,Mathematics_24,256,1.691048,17.705135,0.410886,0.917228,0.174184,0.993110,0.452652, Mathematics_24 is an article ,0,0.000000
194,1,0,forward,Mathematics_24,512,1.663346,17.860633,0.420108,0.916908,0.188661,0.993070,0.302626,"s war, revolution, and empire.",0,0.000000
195,1,1,backward,Mathematics_24,256,1.617418,17.871285,0.411723,0.917210,0.174184,0.993030,0.351996, Mathematics_24 is an article ,0,0.000000
196,1,2,fast_forward,Physics_11,256,1.743121,17.854195,0.392390,0.917479,0.148386,0.992991,0.766080, Physics_11 is an article abou,0,0.000000
197,1,1,backward,Physics_11,256,1.348400,17.868018,0.391588,0.917633,0.148386,0.992951,0.245966, Physics_11 is an article abou,0,0.000000
198,1,0,forward,Physics_11,512,1.449367,17.777552,0.420885,0.917367,0.194352,0.992912,0.352318,"ses concepts such as war, revo",0,0.000000
199,1,5,random_article,Physics_21,256,2.122655,18.034134,0.395064,0.917832,0.152513,0.992872,0.575844, Physics_21 is an article abou,0,0.000000
200,1,0,forward,History_14,512,1.242200,18.041029,0.419886,0.916952,0.188661,0.992832,0.554223,"s war, revolution, and empire.",0,0.000000
201,1,1,backward,History_14,256,1.407975,18.052320,0.403846,0.917779,0.163264,0.992793,0.312122, History_14 is an article abou,0,0.000000
202,1,4,follow_link,History_8,256,1.800630,18.025163,0.408295,0.917182,0.161207,0.992753,0.348981, History_8 is an article about,0,0.000000
203,1,1,backward,History_8,256,1.536214,17.799589,0.408191,0.917326,0.161207,0.992714,0.339813, History_8 is an article about,0,0.000000
204,1,3,jump_within,History_8,360,1.534890,17.864924,0.404811,0.917241,0.162822,0.992674,0.290083,tudy of history involves king ,0,0.000000
205,1,2,fast_forward,Computer Science_16,256,1.719146,17.809893,0.407671,0.917363,0.167663,0.992634,0.445653, Computer Science_16 is an art,0,0.000000
206,1,3,jump_within,Computer Science_16,348,1.722352,17.629441,0.408414,0.916928,0.172204,0.992595,0.257420,", revolution, and empire. The ",0,0.000000
207,1,2,fast_forward,Mathematics_7,256,1.919449,17.726455,0.408010,0.917269,0.162380,0.992555,0.549154, Mathematics_7 is an article a,0,0.000000
208,1,5,random_article,Physics_15,256,1.581556,17.875500,0.405437,0.917342,0.162559,0.992516,0.311880, Physics_15 is an article abou,0,0.000000
209,1,5,random_article,Biology_12,256,1.608552,18.202376,0.409304,0.917354,0.158808,0.992476,0.377385, Biology_12 is an article abou,0,0.000000
210,1,0,forward,Biology_12,512,1.874011,18.178477,0.422450,0.916948,0.192999,0.992436,0.392557,"pts such as war, revolution, a",0,0.000000
211,1,4,follow_link,Mathematics_13,256,1.326321,18.337816,0.403480,0.917119,0.162708,0.992397,0.343856, Mathematics_13 is an article ,0,0.000000
212,1,4,follow_link,Mathematics_12,256,1.595381,18.498813,0.405767,0.917426,0.154054,0.992357,0.389080, Mathematics_12 is an article ,0,0.000000
213,1,0,forward,Mathematics_12,512,1.802966,18.765171,0.417184,0.916796,0.187682,0.992318,0.468427,gy_13]]. It discusses concepts,0,0.000000
214,1,4,follow_link,Computer Science_4,256,1.606466,18.705458,0.410221,0.917702,0.160810,0.992278,0.445980, Computer Science_4 is an arti,0,0.000000
215,1,2,fast_forward,Biology_7,256,1.413121,18.630734,0.396599,0.917776,0.138814,0.992238,0.372295, Biology_7 is an article about,0,0.000000
216,1,5,random_article,Geography_21,256,1.437545,18.670427,0.399204,0.917725,0.148087,0.992199,0.533205, Geography_21 is an article ab,0,0.000000
217,1,3,jump_within,Geography_21,397,1.188618,18.585270,0.394336,0.917190,0.151926,0.992159,0.445337,and dynasty. See also: [[Biolo,0,0.000000
218,1,5,random_article,Biology_4,256,1.326681,18.563101,0.400941,0.917566,0.145007,0.992120,0.444416, Biology_4 is an article about,0,0.000000
219,1,2,fast_forward,Physics_18,256,1.523245,18.641745,0.403250,0.917391,0.157569,0.992080,0.452280, Physics_18 is an article abou,0,0.000000
220,1,-1,consolidation,Physics_18,256,0.000000,18.648207,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.005658
221,1,-1,consolidation,Physics_18,256,0.000000,18.654160,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.005780
222,1,-1,consolidation,Physics_18,256,0.000000,18.649424,0.000000,0.000000,0.000000,0.992080,0.000000,,1,-0.004555
223,1,-1,consolidation,Physics_18,256,0.000000,18.648652,0.000000,0.000000,0.000000,0.992080,0.000000,,1,-0.000731
224,1,-1,consolidation,Physics_18,256,0.000000,18.649335,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.000686
225,1,-1,consolidation,Physics_18,256,0.000000,18.648463,0.000000,0.000000,0.000000,0.992080,0.000000,,1,-0.000816
226,1,-1,consolidation,Physics_18,256,0.000000,18.649774,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.001280
227,1,-1,consolidation,Physics_18,256,0.000000,18.650697,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.000922
228,1,-1,consolidation,Physics_18,256,0.000000,18.652652,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.001913
229,1,-1,consolidation,Physics_18,256,0.000000,18.652919,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.000291
230,1,-1,consolidation,Physics_18,256,0.000000,18.653951,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.001018
231,1,-1,consolidation,Physics_18,256,0.000000,18.654995,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.001036
232,1,-1,consolidation,Physics_18,256,0.000000,18.655541,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.000553
233,1,-1,consolidation,Physics_18,256,0.000000,18.660102,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.004408
234,1,-1,consolidation,Physics_18,256,0.000000,18.658767,0.000000,0.000000,0.000000,0.992080,0.000000,,1,-0.001264
235,1,-1,consolidation,Physics_18,256,0.000000,18.663996,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.005059
236,1,-1,consolidation,Physics_18,256,0.000000,18.661169,0.000000,0.000000,0.000000,0.992080,0.000000,,1,-0.002723
237,1,-1,consolidation,Physics_18,256,0.000000,18.660719,0.000000,0.000000,0.000000,0.992080,0.000000,,1,-0.000423
238,1,-1,consolidation,Physics_18,256,0.000000,18.661174,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.000451
239,1,-1,consolidation,Physics_18,256,0.000000,18.661165,0.000000,0.000000,0.000000,0.992080,0.000000,,1,0.000020
240,2,1,backward,Physics_18,256,1.531089,18.810241,0.442175,0.917796,0.157569,0.992040,0.616115, Physics_18 is an article abou,0,0.000000
241,2,0,forward,Physics_18,512,1.904065,18.971498,0.457431,0.916987,0.186706,0.992001,0.645904,"war, revolution, and empire. I",0,0.000000
242,2,4,follow_link,Biology_6,256,1.694151,18.881976,0.447626,0.917712,0.155983,0.991961,0.454045, Biology_6 is an article about,0,0.000000
243,2,5,random_article,Computer Science_2,256,1.824671,18.735003,0.443478,0.917293,0.164981,0.991922,0.595312, Computer Science_2 is an arti,0,0.000000
244,2,0,forward,Computer Science_2,512,1.294789,18.765636,0.460332,0.917063,0.193231,0.991882,0.614559,"cusses concepts such as war, r",0,0.000000
245,2,0,forward,Computer Science_2,543,1.387581,18.690594,0.473534,0.916924,0.200821,0.991842,0.666133," as war, revolution, and empir",0,0.000000
246,2,0,forward,Computer Science_15,256,1.190392,18.713548,0.447385,0.917516,0.160639,0.991803,0.422949, Computer Science_15 is an art,0,0.000000
247,2,5,random_article,Biology_18,256,1.496771,18.612749,0.442483,0.917321,0.151203,0.991763,0.666160, Biology_18 is an article abou,0,0.000000
248,2,1,backward,Biology_18,256,1.672067,18.609740,0.442208,0.917381,0.151203,0.991724,0.603367, Biology_18 is an article abou,0,0.000000
249,2,4,follow_link,Mathematics_19,256,1.574103,18.712326,0.442960,0.917354,0.167960,0.991684,0.340676, Mathematics_19 is an article ,0,0.000000
250,2,0,forward,Mathematics_19,512,1.352406,18.731420,0.461006,0.916835,0.190999,0.991644,0.555105,"oncepts such as war, revolutio",0,0.000000
251,2,5,random_article,Biology_18,256,1.407256,18.608875,0.443231,0.917302,0.151203,0.991605,0.562389, Biology_18 is an article abou,0,0.000000
252,2,4,follow_link,Mathematics_1,256,1.485576,18.719615,0.451502,0.917498,0.165634,0.991565,0.339962, Mathematics_1 is an article a,0,0.000000
253,2,5,random_article,Biology_10,256,1.492165,18.750641,0.442016,0.917414,0.150677,0.991526,0.359123, Biology_10 is an article abou,0,0.000000
254,2,0,forward,Biology_10,512,1.643451,18.989035,0.459647,0.916778,0.186326,0.991486,0.512133,"evolution, and empire. It disc",0,0.000000
255,2,4,follow_link,Biology_24,256,1.551063,19.148587,0.448155,0.917405,0.155619,0.991446,0.324033, Biology_24 is an article abou,0,0.000000
256,2,0,forward,Biology_24,509,1.572713,19.223334,0.459866,0.916814,0.187187,0.991407,0.649204,"ution, and empire. It discusse",0,0.000000
257,2,5,random_article,Mathematics_8,256,1.536999,19.311091,0.446958,0.917361,0.163233,0.991367,0.452276, Mathematics_8 is an article a,0,0.000000
258,2,5,random_article,History_19,256,1.040252,19.450792,0.440838,0.917616,0.142155,0.991328,0.533617, History_19 is an article abou,0,0.000000
259,2,4,follow_link,Computer Science_14,256,1.500961,19.443893,0.449482,0.917226,0.161275,0.991288,0.494284, Computer Science_14 is an art,0,0.000000
260,2,2,fast_forward,Mathematics_20,256,1.742521,19.391486,0.449268,0.917317,0.159052,0.991248,0.355061, Mathematics_20 is an article ,0,0.000000
261,2,4,follow_link,Physics_24,256,1.520973,19.438606,0.442841,0.917352,0.165820,0.991209,0.527418, Physics_24 is an article abou,0,0.000000
262,2,0,forward,Physics_24,512,1.929791,19.378757,0.463159,0.916979,0.192999,0.991169,0.541676,"pts such as war, revolution, a",0,0.000000
263,2,0,forward,Physics_24,531,1.835519,19.217605,0.460610,0.917189,0.168532,0.991130,0.477496,"olution, and empire",0,0.000000
264,2,1,backward,Physics_24,275,1.374136,19.096641,0.446772,0.917215,0.173356,0.991090,0.465222,rticle about physics. It discu,0,0.000000
265,2,1,backward,Physics_24,256,1.325415,18.809662,0.443793,0.917369,0.165820,0.991050,0.327910, Physics_24 is an article abou,0,0.000000
266,2,4,follow_link,Computer Science_11,256,1.526551,18.801148,0.451609,0.917307,0.159081,0.991011,0.477275, Computer Science_11 is an art,0,0.000000
267,2,0,forward,Computer Science_11,512,1.382522,18.747873,0.464680,0.917151,0.194881,0.990971,0.366567,"epts such as war, revolution, ",0,0.000000
268,2,3,jump_within,Computer Science_11,449,1.611565,18.794101,0.456365,0.917062,0.168845,0.990932,0.363723,"y_5|Biology_5]], [[Geography_4",0,0.000000
269,2,1,backward,Computer Science_11,256,1.842655,18.567983,0.453030,0.917526,0.159081,0.990892,0.502031, Computer Science_11 is an art,0,0.000000
270,2,2,fast_forward,History_9,256,1.835563,18.801186,0.446359,0.917748,0.158281,0.990852,0.351939, History_9 is an article about,0,0.000000
271,2,1,backward,History_9,256,1.724524,18.772637,0.446169,0.917910,0.158281,0.990813,0.417029, History_9 is an article about,0,0.000000
272,2,1,backward,History_9,256,1.854432,18.817927,0.445999,0.917575,0.158281,0.990773,0.445612, History_9 is an article about,0,0.000000
273,2,3,jump_within,History_9,306,1.456196,18.834585,0.445745,0.917429,0.164318,0.990734,0.447137,"es concepts such as war, revol",0,0.000000
274,2,3,jump_within,History_9,279,1.687575,18.847231,0.444787,0.917581,0.162753,0.990694,0.407861,e about history. It discusses ,0,0.000000
275,2,1,backward,History_9,256,1.622036,19.064009,0.446110,0.917646,0.158281,0.990654,0.595924, History_9 is an article about,0,0.000000
276,2,2,fast_forward,Geography_2,256,1.776848,19.157546,0.446084,0.917633,0.154613,0.990615,0.419482, Geography_2 is an article abo,0,0.000000
277,2,5,random_article,Biology_22,256,1.336026,19.084734,0.445344,0.917644,0.145370,0.990575,0.297301, Biology_22 is an article abou,0,0.000000
278,2,5,random_article,Biology_23,256,1.445686,18.739258,0.441845,0.918002,0.147154,0.990536,0.453655, Biology_23 is an article abou,0,0.000000
279,2,3,jump_within,Biology_23,411,1.523778,18.789578,0.444027,0.917475,0.160265,0.990496,0.470166,o: [[Computer Science_14|Compu,0,0.000000
280,2,1,backward,Biology_23,256,2.005101,18.781019,0.441410,0.917599,0.147154,0.990456,0.359662, Biology_23 is an article abou,0,0.000000
281,2,0,forward,Biology_23,512,1.766308,18.760035,0.461967,0.916990,0.191306,0.990417,0.578086, It discusses concepts such as,0,0.000000
282,2,4,follow_link,History_12,256,1.385672,18.714885,0.448904,0.917269,0.161308,0.990377,0.330075, History_12 is an article abou,0,0.000000
283,2,2,fast_forward,Geography_1,256,1.301413,18.833948,0.444909,0.917980,0.149580,0.990338,0.417315, Geography_1 is an article abo,0,0.000000
284,2,3,jump_within,Geography_1,462,1.655615,18.641649,0.454785,0.917111,0.175408,0.990298,0.320366,"ory_9]], [[Physics_22|Physics_",0,0.000000
285,2,4,follow_link,Physics_22,256,1.396696,18.555508,0.450043,0.917571,0.162554,0.990258,0.463109, Physics_22 is an article abou,0,0.000000
286,2,4,follow_link,History_9,256,1.720560,18.552037,0.445696,0.917414,0.158281,0.990219,0.408755, History_9 is an article about,0,0.000000
287,2,2,fast_forward,Computer Science_21,256,1.839786,18.505908,0.445102,0.917551,0.163553,0.990179,0.346911, Computer Science_21 is an art,0,0.000000
288,2,5,random_article,Physics_3,256,1.764919,18.407865,0.447306,0.917618,0.160876,0.990140,0.475765, Physics_3 is an article about,0,0.000000
289,2,5,random_article,History_1,256,1.732994,18.380748,0.447989,0.917258,0.163759,0.990100,0.401576, History_1 is an article about,0,0.000000
290,2,0,forward,History_1,510,1.282409,18.338065,0.462073,0.917318,0.187153,0.990060,0.567663,"lution, and empire. It discuss",0,0.000000
291,2,4,follow_link,Mathematics_7,256,1.509966,18.273097,0.451547,0.917225,0.162380,0.990021,0.506453, Mathematics_7 is an article a,0,0.000000
292,2,3,jump_within,Mathematics_7,392,1.984840,18.064230,0.448718,0.917365,0.158182,0.989981,0.555030,lves king and dynasty. See als,0,0.000000
293,2,0,forward,Mathematics_7,520,1.725163,18.063017,0.464259,0.916822,0.190267,0.989942,0.558922,and empire. It discusses conce,0,0.000000
294,2,3,jump_within,Mathematics_7,289,1.694644,18.148129,0.448183,0.917364,0.159727,0.989902,0.546823,t mathematics. It discusses co,0,0.000000
295,2,5,random_article,Physics_12,256,1.138720,18.256654,0.438770,0.917239,0.140541,0.989862,0.688249, Physics_12 is an article abou,0,0.000000
296,2,4,follow_link,Biology_16,256,1.738666,18.257365,0.449063,0.917519,0.159254,0.989823,0.620377, Biology_16 is an article abou,0,0.000000
297,2,5,random_article,Computer Science_8,256,1.723050,18.334408,0.452920,0.917617,0.161714,0.989783,0.214466, Computer Science_8 is an arti,0,0.000000
298,2,5,random_article,History_20,256,1.441031,18.375892,0.443948,0.917610,0.148002,0.989744,0.477246, History_20 is an article abou,0,0.000000
299,2,4,follow_link,Computer Science_21,256,1.754457,18.212714,0.445843,0.917811,0.163553,0.989704,0.465852, Computer Science_21 is an art,0,0.000000
300,2,3,jump_within,Computer Science_21,394,1.849463,18.334154,0.446171,0.917041,0.168341,0.989664,0.362465,r science involves king and dy,0,0.000000
301,2,1,backward,Computer Science_21,256,1.881529,18.607888,0.446218,0.917670,0.163553,0.989625,0.576332, Computer Science_21 is an art,0,0.000000
302,2,0,forward,Computer Science_21,512,1.829475,18.642876,0.466572,0.917202,0.194881,0.989585,0.380408,"epts such as war, revolution, ",0,0.000000
303,2,2,fast_forward,Mathematics_0,256,1.846146,18.859236,0.451486,0.917593,0.154113,0.989546,0.586069, Mathematics_0 is an article a,0,0.000000
304,2,2,fast_forward,Biology_12,256,1.894040,19.081544,0.454764,0.917428,0.158808,0.989506,0.567254, Biology_12 is an article abou,0,0.000000
305,2,3,jump_within,Biology_12,358,1.656893,19.111578,0.455729,0.917048,0.167560,0.989466,0.402117,e study of biology involves ki,0,0.000000
306,2,2,fast_forward,Physics_18,256,1.868895,19.054701,0.450173,0.917426,0.157569,0.989427,0.605660, Physics_18 is an article abou,0,0.000000
307,2,2,fast_forward,Mathematics_17,256,1.758441,18.866972,0.451474,0.917012,0.167008,0.989387,0.561987, Mathematics_17 is an article ,0,0.000000
308,2,2,fast_forward,Physics_3,256,1.714115,18.880828,0.449456,0.917585,0.160876,0.989348,0.477188, Physics_3 is an article about,0,0.000000
309,2,2,fast_forward,Geography_14,256,1.486144,18.801584,0.449627,0.917269,0.158312,0.989308,0.455512, Geography_14 is an article ab,0,0.000000
310,2,4,follow_link,Mathematics_17,256,1.509993,19.063739,0.451412,0.917163,0.167008,0.989268,0.366460, Mathematics_17 is an article ,0,0.000000
311,2,0,forward,Mathematics_17,509,1.948472,19.070981,0.463027,0.917137,0.181698,0.989229,0.712266,s_23|Physics_23]]. It discusse,0,0.000000
312,2,2,fast_forward,Geography_15,256,1.896866,19.039699,0.452884,0.917204,0.167093,0.989189,0.303195, Geography_15 is an article ab,0,0.000000
313,2,4,follow_link,Mathematics_0,256,1.738204,19.307555,0.452100,0.917252,0.154113,0.989150,0.567479, Mathematics_0 is an article a,0,0.000000
314,2,1,backward,Mathematics_0,256,1.956788,19.536892,0.451779,0.917365,0.154113,0.989110,0.591683, Mathematics_0 is an article a,0,0.000000
315,2,2,fast_forward,Geography_7,256,1.559660,19.509693,0.449858,0.917253,0.164926,0.989070,0.489681, Geography_7 is an article abo,0,0.000000
316,2,4,follow_link,Mathematics_14,256,1.213314,19.707708,0.451445,0.917183,0.159429,0.989031,0.407625, Mathematics_14 is an article ,0,0.000000
317,2,2,fast_forward,Physics_4,256,1.316245,19.692448,0.447426,0.917618,0.156288,0.988991,0.421087, Physics_4 is an article about,0,0.000000
318,2,2,fast_forward,Mathematics_19,256,1.769482,19.668145,0.448737,0.917217,0.167960,0.988952,0.684456, Mathematics_19 is an article ,0,0.000000
319,2,1,backward,Mathematics_19,256,1.486982,19.619771,0.448973,0.917482,0.167960,0.988912,0.475041, Mathematics_19 is an article ,0,0.000000
320,2,4,follow_link,Computer Science_14,256,1.274458,19.538248,0.453936,0.917225,0.161275,0.988872,0.449527, Computer Science_14 is an art,0,0.000000
321,2,0,forward,Computer Science_14,512,1.579580,19.420938,0.467509,0.916994,0.194352,0.988833,0.668145,"ses concepts such as war, revo",0,0.000000
322,2,1,backward,Computer Science_14,256,1.959043,19.429833,0.455032,0.917506,0.161275,0.988793,0.583612, Computer Science_14 is an art,0,0.000000
323,2,4,follow_link,Biology_22,256,1.677366,19.495587,0.449106,0.917555,0.145370,0.988754,0.351265, Biology_22 is an article abou,0,0.000000
324,2,2,fast_forward,History_20,256,1.000421,19.476268,0.446029,0.917367,0.148002,0.988714,0.571485, History_20 is an article abou,0,0.000000
325,2,4,follow_link,Physics_5,256,1.594513,19.533337,0.446412,0.917704,0.150880,0.988674,0.587230, Physics_5 is an article about,0,0.000000
326,2,1,backward,Physics_5,256,1.656966,19.668991,0.446059,0.917698,0.150880,0.988635,0.609526, Physics_5 is an article about,0,0.000000
327,2,2,fast_forward,Geography_22,256,1.410176,19.789236,0.451407,0.917452,0.154592,0.988595,0.491124, Geography_22 is an article ab,0,0.000000
328,2,5,random_article,History_9,256,1.759188,19.907695,0.447549,0.917574,0.158281,0.988556,0.338808, History_9 is an article about,0,0.000000
329,2,3,jump_within,History_9,391,1.582802,20.105974,0.448072,0.917232,0.167084,0.988516,0.662609,nd dynasty. See also: [[Physic,0,0.000000
330,2,1,backward,History_9,256,1.329381,20.160705,0.447814,0.917702,0.158281,0.988476,0.562227, History_9 is an article about,0,0.000000
331,2,5,random_article,Biology_5,256,1.272441,20.149151,0.452316,0.917465,0.163574,0.988437,0.560277, Biology_5 is an article about,0,0.000000
332,2,2,fast_forward,Geography_13,256,1.877472,20.021390,0.441719,0.917759,0.151196,0.988397,0.623244, Geography_13 is an article ab,0,0.000000
333,2,0,forward,Geography_13,512,1.625496,19.884426,0.465273,0.916992,0.191859,0.988358,0.438149,"s concepts such as war, revolu",0,0.000000
334,2,0,forward,Geography_13,538,1.826031,19.969927,0.488837,0.917559,0.204485,0.988318,0.445671,"ar, revolution, and empire",0,0.000000
335,2,1,backward,Geography_13,282,1.440712,19.742003,0.444256,0.917655,0.159209,0.988278,0.513794,e about geography. It discusse,0,0.000000
336,2,5,random_article,Physics_6,256,1.302251,19.284028,0.451750,0.917522,0.159132,0.988239,0.361670, Physics_6 is an article about,0,0.000000
337,2,1,backward,Physics_6,256,1.250712,19.305656,0.451688,0.917538,0.159132,0.988199,0.439646, Physics_6 is an article about,0,0.000000
338,2,5,random_article,Biology_10,256,1.299622,19.459520,0.447807,0.917364,0.150677,0.988160,0.493296, Biology_10 is an article abou,0,0.000000
339,2,4,follow_link,Biology_24,256,1.647079,19.643168,0.452950,0.917668,0.155619,0.988120,0.465773, Biology_24 is an article abou,0,0.000000
340,2,-1,consolidation,Biology_24,256,0.000000,19.644729,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000920
341,2,-1,consolidation,Biology_24,256,0.000000,19.645091,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000373
342,2,-1,consolidation,Biology_24,256,0.000000,19.645065,0.000000,0.000000,0.000000,0.988120,0.000000,,1,-0.000007
343,2,-1,consolidation,Biology_24,256,0.000000,19.646260,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.001154
344,2,-1,consolidation,Biology_24,256,0.000000,19.646460,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000214
345,2,-1,consolidation,Biology_24,256,0.000000,19.647742,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.001256
346,2,-1,consolidation,Biology_24,256,0.000000,19.647964,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000236
347,2,-1,consolidation,Biology_24,256,0.000000,19.648687,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000713
348,2,-1,consolidation,Biology_24,256,0.000000,19.648983,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000304
349,2,-1,consolidation,Biology_24,256,0.000000,19.650671,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.001647
350,2,-1,consolidation,Biology_24,256,0.000000,19.650411,0.000000,0.000000,0.000000,0.988120,0.000000,,1,-0.000235
351,2,-1,consolidation,Biology_24,256,0.000000,19.651175,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000767
352,2,-1,consolidation,Biology_24,256,0.000000,19.651619,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000441
353,2,-1,consolidation,Biology_24,256,0.000000,19.652494,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000872
354,2,-1,consolidation,Biology_24,256,0.000000,19.652577,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000091
355,2,-1,consolidation,Biology_24,256,0.000000,19.653011,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000422
356,2,-1,consolidation,Biology_24,256,0.000000,19.653164,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000159
357,2,-1,consolidation,Biology_24,256,0.000000,19.653654,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000484
358,2,-1,consolidation,Biology_24,256,0.000000,19.654393,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000738
359,2,-1,consolidation,Biology_24,256,0.000000,19.655144,0.000000,0.000000,0.000000,0.988120,0.000000,,1,0.000747
